ASNNumber;Номенклатура;Машина;Qty ASN;ДП/МП;Паллет №;Приоритет;Факт;Остаток;Часы;Статус;Приемка до;Месяц;Тип
DPS041726;WB Fanfilcon A (6pk);25_023;24;ДП;4,5,6,7,8,9;;24;0;0,0;Закрыто;;-;Сфера
DPS041726;WB Stenfilcon A toric 54% 1 Day MD (30pk);25_023;5 915;ДП;4,5,6,7,8,9;;5915;0;0,0;Закрыто;;-;Сложные
DPS041808;Biofinity XR Toric (3pk);25_023;188;ДП;15;;188;0;0,0;Закрыто;;-;Сложные
MPS169298;Diag Biofinity (3pk);25_023;656;МП;3;;656;0;0,0;Закрыто;;-;Сфера
MPS169335;Diag Biofinity Toric (1pk);25_023;1 620;МП;6;;1620;0;0,0;Закрыто;;-;1pk
MPS169316;MiSight 1 day (90pk);25_023;1 605;МП;4,5;;1605;0;0,0;Закрыто;;-;Сфера
MPS169368;Diag Biofinity Toric (1pk);25_023;3 951;МП;6;;0;3 951;79,0;В приемке;30.06.2026;01.06.2026;1pk
MPS169474;Biofinity Toric (3 pk) (new);25_023;1 784;МП;6;;1784;0;0,0;Закрыто;;-;Сложные
MPS169489;MiSight 1 day (90pk);25_023;1 592;МП;2,8;;1592;0;0,0;Закрыто;;-;Сфера
MPS169476;MiSight 1 day (90pk);25_023;321;МП;6,8;;321;0;0,0;Закрыто;;-;Сфера
MPS169506;Biomedics 55 Evolution (6pk);25_023;3 470;МП;7,8;;3470;0;0,0;Закрыто;;;Сфера
MPS169511;MiSight 1 day (90pk);25_023;1 433;МП;7,8;;1433;0;0,0;Закрыто;;-;Сфера
MPS169518;WB Comfilcon A toric BF (3pk);25_023;210;МП;8;;210;0;0,0;Закрыто;;-;Сложные
MPS169515;WB Comfilcon A toric BF (3pk);25_023;327;МП;8;;327;0;0,0;Закрыто;;-;Сложные
MPS169559;WB Stenfilcon A 54% 1 Day MD (90pk);25_023;315;МП;9;;315;0;0,0;Закрыто;;-;Сфера
MPS169725;Diag Biofinity Toric (1pk);25_023;90;МП;10;;90;0;0,0;Закрыто;;-;1pk
MPS169801;WB Stenfilcon A 54% 1 Day MD (90pk);25_023;246;МП;11;1;246;0;0,0;Закрыто;;-;Сфера
DPS041328;Avaira Vitality toric (6pk);25_023;325;ДП;1;;324;1;0,0;В приемке;;недостача;Сложные
DPS041328;Diag Avaira Vitality (3pk);25_023;4 909;ДП;1;;4909;0;0,0;Закрыто;;-;Сфера
DPS041328;Diag Clariti 1 Day toric (5pk) (new);25_023;4 161;ДП;1;;4161;0;0,0;Закрыто;;-;Сложные
DPS041328;Diag Clariti 1day (5pk);25_023;1 863;ДП;1;;1862;1;0,0;В приемке;;недостача;Сфера
DPS041328;WB Fanfilcon A toric (6pk);25_023;393;ДП;1;;392;1;0,0;В приемке;;недостача;Сложные
DPS041334;Clariti 1 Day multifocal (30pk);25_023;1 653;ДП;2;;1653;0;0,0;Закрыто;;-;Сложные
DPS041334;Diag Avaira Vitality (3pk);25_023;3 534;ДП;2;;3534;0;0,0;Закрыто;;-;Сфера
DPS041334;Diag Avaira Vitality toric (3pk);25_023;6 613;ДП;2;;6613;0;0,0;Закрыто;;-;Сложные
DPS041340;Biofinity XR Toric (3pk);25_023;161;ДП;8;;161;0;0,0;Закрыто;;-;Сложные
MPS169353;WB Comfilcon A toric BF (3pk);25_023;88;МП;6;;88;0;0,0;Закрыто;;-;Сложные
DPS042122;Clariti 1 Day (30pk)_Bespoke;25_025;3 906;ДП;2;;3906;0;0,0;Закрыто;;-;Сфера
DPS042126;Diag Clariti 1 Day toric (5pk) (new);25_025;877;ДП;2;;877;0;0,0;Закрыто;;-;Сложные
DPS042125;Clariti 1 Day (30pk)_Bespoke;25_025;437;ДП;2;;437;0;0,0;Закрыто;;-;Сфера
DPS042279;Airway Ophtalmix 1 Day (30pk);25_025;3 200;ДП;3,4;;3200;0;0,0;Закрыто;;-;Сфера
DPS042279;Clariti 1 Day (30pk)_Bespoke;25_025;6 092;ДП;3,4;;6052;40;0,1;В приемке;30.06.2026;01.06.2026;Сфера
DPS042281;Avaira Vitality (6pk);25_025;1 638;ДП;4;;1638;0;0,0;Закрыто;;-;Сфера
DPS042379;Aculife One Day (30pk);25_025;714;ДП;5;;714;0;0,0;Закрыто;;-;Сфера
DPS042379;Clariti 1 Day (30pk)_Bespoke;25_025;1 913;ДП;5;;1913;0;0,0;Закрыто;;-;Сфера
DPS042380;Avaira Vitality (6pk);25_025;40;ДП;5,6;;40;0;0,0;Закрыто;;-;Сфера
DPS042380;Clariti 1 Day toric (30pk);25_025;3 040;ДП;5,6;;3033;7;0,1;В приемке;30.06.2026;01.06.2026;Сложные
DPS042380;Diag Clariti 1 Day toric (5pk) (new);25_025;8;ДП;5,6;;8;0;0,0;Закрыто;;-;Сложные
DPS042380;iWear activ astigmatism (30 pk);25_025;1;ДП;5,6;;1;0;0,0;Закрыто;;-;Сложные
DPS042380;WB Somofilcon A 56% 1 day (30pk);25_025;26;ДП;5,6;;26;0;0,0;Закрыто;;-;Сфера
DPS042380;WB Somofilcon A toric 56% 1 Day (30pk);25_025;8;ДП;5,6;;8;0;0,0;Закрыто;;-;Сложные
DPS042402;iWear Activ (30pk) (new);25_025;2 715;ДП;6;;2715;0;0,0;Закрыто;;-;Сфера
DPS042405;Clariti 1 Day toric (30pk);25_025;12;ДП;6;;12;0;0,0;Закрыто;;-;Сложные
DPS042405;Diag Clariti 1 Day toric (5pk) (new);25_025;1 893;ДП;6;;2039;0;0,0;Закрыто;;-;Сложные
DPS042405;Diag Clariti 1 Day toric (5pk) (new);25_025;147;ДП;6;;2039;0;0,0;Закрыто;;-;Сложные
DPS042405;Diag MyDay Toric (5pk);25_025;282;ДП;6;;282;0;0,0;Закрыто;;-;Сложные
DPS042520;Clariti 1 Day (30pk)_Bespoke;25_025;2 678;ДП;7;;2678;0;0,0;Закрыто;;-;Сфера
DPS042526;Avaira Vitality (6pk);25_025;312;ДП;7,8;;312;0;0,0;Закрыто;;-;Сфера
DPS042526;Clariti 1 Day toric (30pk);25_025;2 494;ДП;7,8;;2494;0;0,0;Закрыто;;-;Сложные
DPS042526;Diag Avaira Vitality (3pk);25_025;566;ДП;7,8;;566;0;0,0;Закрыто;;-;Сфера
DPS042526;Diag Biofinity Energys (3pk);25_025;5;ДП;7,8;;5;0;0,0;Закрыто;;-;Сфера
DPS042526;Diag Clariti 1 Day toric (5pk) (new);25_025;1 056;ДП;7,8;;1056;0;0,0;Закрыто;;-;Сложные
DPS042526;Diag MyDay Toric (5pk);25_025;62;ДП;7,8;;62;0;0,0;Закрыто;;-;Сложные
DPS042526;iWear activ astigmatism (30 pk);25_025;2;ДП;7,8;;2;0;0,0;Закрыто;;-;Сложные
DPS042526;iWear balance plus (6pk);25_025;1;ДП;7,8;;1;0;0,0;Закрыто;;-;Сфера
DPS042526;WB Stenfilcon A toric 54% 1 Day MD (30pk);25_025;1;ДП;7,8;;1;0;0,0;Закрыто;;-;Сложные
DPS042526;Diag MyDay Multifocal (5pk);25_025;10 230;ДП;7,8;;10230;0;0,0;Закрыто;;-;Сложные
DPS043131B;Avaira Vitality (6pk);25_025;2 713;ДП;10,11;;2713;0;0,0;Закрыто;;-;Сфера
DPS043131B;Clariti 1 Day (30pk)_Bespoke;25_025;244;ДП;10,11;;244;0;0,0;Закрыто;;-;Сфера
DPS043131B;Clariti 1 Day toric (30pk);25_025;44;ДП;10,11;;40;4;0,0;В приемке;30.06.2026;01.06.2026;Сложные
DPS043131B;Diag Avaira Vitality (3pk);25_025;344;ДП;10,11;;344;0;0,0;Закрыто;;-;Сфера
DPS043131B;Diag Avaira Vitality toric (3pk);25_025;49;ДП;10,11;;49;0;0,0;Закрыто;;-;Сложные
DPS043131B;Diag MiSight 1 day (5 pk);25_025;497;ДП;10,11;;473;24;0,0;В приемке;30.06.2026;01.06.2026;Сфера
DPS043131B;MiSight 1 day (90pk);25_025;88;ДП;10,11;;73;15;0,0;В приемке;30.06.2026;01.06.2026;Сфера
DPS043131B;MyDay Toric (30pk);25_025;959;ДП;10,11;;951;8;0,1;В приемке;30.06.2026;01.06.2026;Сложные
DPS043131B;WB Comfilcon A toric BF (3pk);25_025;400;ДП;10,11;;400;0;0,0;Закрыто;;-;Сложные
DPS043131B;WB Fanfilcon A (6pk);25_025;11 772;ДП;10,11;;11652;120;0,2;В приемке;30.06.2026;01.06.2026;Сфера
DPS043131B;WB Stenfilcon A 54% 1 Day MD (90pk);25_025;4;ДП;10,11;;4;0;0,0;Закрыто;;-;Сфера
DPS043131B;High Time 55 (6pk);25_025;1 911;ДП;10,11;;1911;0;0,0;Закрыто;;-;Сфера
DPS043130;Avaira Vitality toric (6pk);25_025;7;ДП;10;;7;0;0,0;Закрыто;;-;Сложные
DPS043130;Clariti 1 Day multifocal (30pk);25_025;15;ДП;10;;15;0;0,0;Закрыто;;-;Сложные
DPS043130;Clariti 1 Day toric (30pk);25_025;25;ДП;10;;25;0;0,0;Закрыто;;-;Сложные
DPS043130;Diag Biofinity Energys (3pk);25_025;23;ДП;10;;23;0;0,0;Закрыто;;-;Сфера
DPS043130;Diag Biofinity Multifocal (1pk);25_025;248;ДП;10;;248;0;0,0;Закрыто;;-;1pk
DPS043130;Diag Biofinity Toric (1pk);25_025;85;ДП;10;;85;0;0,0;Закрыто;;-;1pk
DPS043130;Diag Clariti 1 Day toric (5pk) (new);25_025;20;ДП;10;;20;0;0,0;Закрыто;;-;Сложные
DPS043130;Diag Clariti 1day  multifocal (5pk) (new);25_025;8;ДП;10;;8;0;0,0;Закрыто;;-;Сложные
DPS043130;Diag MyDay Toric (5pk);25_025;8;ДП;10;;8;0;0,0;Закрыто;;-;Сложные
DPS043130;iWear harmony (30pk);25_025;4;ДП;10;;4;0;0,0;Закрыто;;-;Сфера
DPS043130;MyDay (90pk);25_025;1;ДП;10;;1;0;0,0;Закрыто;;-;Сфера
DPS043130;WB Comfilcon A multifocal BF (3 pk);25_025;1;ДП;10;;1;0;0,0;Закрыто;;-;Сложные
DPS043130;WB Fanfilcon A (6pk);25_025;2;ДП;10;;2;0;0,0;Закрыто;;-;Сфера
DPS043130;WB Fanfilcon A toric (6pk);25_025;6;ДП;10;;6;0;0,0;Закрыто;;-;Сложные
DPS043130;WB Somofilcon A 56% 1 day (30pk);25_025;2;ДП;10;;2;0;0,0;Закрыто;;-;Сфера
DPS043130;WB Stenfilcon A 54% 1 Day MD (30pk);25_025;3;ДП;10;;3;0;0,0;Закрыто;;-;Сфера
DPS043130;WB Stenfilcon A toric 54% 1 Day MD (30pk);25_025;8;ДП;10;;8;0;0,0;Закрыто;;-;Сложные
DPS042222;Biofinity XR Toric (3pk);25_025;88;ДП;5;;88;0;0,0;Закрыто;;-;Сложные
DPS042657;Biofinity XR Toric (3pk);25_025;190;ДП;10;;190;0;0,0;Закрыто;;-;Сложные
MPS170406;Diag Biofinity Energys (3pk);25_025;30;МП;5;;30;0;0,0;Закрыто;;-;Сфера
DPS043007;Clariti 1 Day (30pk)_Bespoke;25_025;3 385;ДП;9;;3385;0;0,0;Закрыто;;-;Сфера
DPS043008;Biofinity Toric (3 pk) (new);25_025;186;ДП;9;;186;0;0,0;Закрыто;;-;Сложные
DPS043008;Clariti 1 Day multifocal (30pk);25_025;89;ДП;9;;89;0;0,0;Закрыто;;-;Сложные
DPS043008;Diag Avaira Vitality toric (3pk);25_025;115;ДП;9;;115;0;0,0;Закрыто;;-;Сложные
DPS043008;Diag Biofinity Toric (1pk);25_025;375;ДП;9;;375;0;0,0;Закрыто;;-;1pk
DPS043008;Diag MiSight 1 day (5 pk);25_025;192;ДП;9;;192;0;0,0;Закрыто;;-;Сфера
DPS043008;MyDay Toric (30pk);25_025;723;ДП;9;;723;0;0,0;Закрыто;;-;Сложные
DPS043008;WB Comfilcon A toric BF (3pk);25_025;75;ДП;9;;75;0;0,0;Закрыто;;-;Сложные
DPS043008;WB Somofilcon A 56% 1 day (30pk);25_025;134;ДП;9;;134;0;0,0;Закрыто;;-;Сфера
DPS042014;Diag Avaira Vitality (3pk);25_025;9;ДП;1;1;9;0;0,0;Закрыто;;-;Сфера
DPS042014;Diag MyDay Toric (5pk);25_025;11;ДП;1;;11;0;0,0;Закрыто;;-;Сложные
DPS042014;MyDay Toric (30pk);25_025;1;ДП;1;;1;0;0,0;Закрыто;;-;Сложные
DPS042014;High Time 55 (6pk);25_025;3;ДП;1;;3;0;0,0;Закрыто;;-;Сфера
MPS170591;Biofinity Energys (3pk);25_025;2 754;МП;14;;2754;0;0,0;Закрыто;;-;Сфера
MPS170601;WB Comfilcon A toric BF (3pk);25_025;5 546;МП;12;;5546;0;0,0;Закрыто;;-;Сложные
MPS170426;Diag MiSight 1 day (5 pk);25_025;16 104;МП;1,3,11,14;;16104;0;0,0;Закрыто;;-;Сфера
DPS042015;Clariti 1 Day (30pk)_Bespoke;25_025;41;ДП;1;;41;0;0,0;Закрыто;;-;Сфера
DPS042012;Avaira Vitality (6pk);25_025;585;ДП;1;;585;0;0,0;Закрыто;;-;Сфера
DPS042012;Diag MyDay Toric (5pk);25_025;149;ДП;1;;149;0;0,0;Закрыто;;-;Сложные
DPS042012;iWear activ astigmatism (30 pk);25_025;55;ДП;1;;55;0;0,0;Закрыто;;-;Сложные
DPS042012;MiSight 1 day (90pk);25_025;76;ДП;1;;76;0;0,0;Закрыто;;-;Сфера
DPS042012;MyDay Toric (30pk);25_025;798;ДП;1;;798;0;0,0;Закрыто;;-;Сложные
DPS042012;WB Stenfilcon A toric 54% 1 Day MD (30pk);25_025;2 822;ДП;1;;2822;0;0,0;Закрыто;;-;Сложные
MPS170380;WB Comfilcon A toric BF (3pk);25_025;2 349;МП;1,5;;2349;0;0,0;Закрыто;;-;Сложные
MPS170477;WB Stenfilcon A 54% 1 Day MD (30pk);25_025;3 918;МП;6;;3918;0;0,0;Закрыто;;-;Сфера
MPS170505;Diag MiSight 1 day (5 pk);25_025;1 344;МП;9;;1344;0;0,0;Закрыто;;-;Сфера
MPS170501;WB Stenfilcon A 54% 1 Day MD (30pk);25_025;2 114;МП;9;;2114;0;0,0;Закрыто;;-;Сфера
MPS170487;Diag MiSight 1 day (5 pk);25_025;18 889;МП;7,8;;18889;0;0,0;Закрыто;;-;Сфера
MPS170603;Diag MyDay (5pk);25_025;7 347;МП;13;;7347;0;0,0;Закрыто;;-;Сфера
MPS170613;WB Comfilcon A toric BF (3pk);25_025;4 211;МП;12;;4211;0;0,0;Закрыто;;-;Сложные
MPS170515;Diag MiSight 1 day (5 pk);25_025;13 198;МП;10,11,14;;13197;1;0,0;В приемке;30.06.2026;01.06.2026;Сфера
MPS170457;Diag MiSight 1 day (5 pk);25_025;14 054;МП;2,3;;14050;4;0,0;В приемке;30.06.2026;01.06.2026;Сфера
MPS170467;WB Stenfilcon A 54% 1 Day MD (30pk);25_025;9 489;МП;4,5,9;;9489;0;0,0;Закрыто;;-;Сфера
MPS170468;WB Comfilcon A toric BF (3pk);25_025;270;МП;11;;270;0;0,0;Закрыто;;-;Сложные
MPS170519;WB Stenfilcon A 54% 1 Day MD (30pk);25_025;2 822;МП;11;;2777;45;0,1;В приемке;30.06.2026;01.06.2026;Сфера
MPS170657;Diag Biofinity Toric (1pk);25_025;3 384;МП;15;;3384;0;0,0;Закрыто;;-;1pk
MPS170642;WB Comfilcon A toric BF (3pk);25_025;6 430;МП;15;;6430;0;0,0;Закрыто;;-;Сложные
MPS170626;WB Somofilcon A 56% 1 day (30pk);25_025;1 552;МП;14;;1552;0;0,0;Закрыто;;-;Сфера
MPS170637;Biofinity XR (3 pk);25_026;5 946;МП;7,8;;5945;1;0,0;В приемке;;недостача;Сфера
MPS170694;WB Comfilcon A toric BF (3pk);25_026;7 319;МП;1;;7319;0;0,0;Закрыто;;-;Сложные
MPS170931;Biofinity Toric (3 pk) (new);25_026;13 404;МП;24,26;;13396;8;0,1;В приемке;30.06.2026;01.06.2026;Сложные
MPS170932;MiSight 1 day (30pk);25_026;4 468;МП;25,26;;4288;180;0,4;В приемке;30.06.2026;01.06.2026;Сфера
MPS170675;WB Comfilcon A toric BF (3pk);25_026;14 080;МП;2,6,8;;14079;1;0,0;В приемке;30.06.2026;01.06.2026;Сложные
MPS170925;Biofinity Toric (3 pk) (new);25_026;6 921;МП;22;;6921;0;0,0;Закрыто;;-;Сложные
MPS170908;Biomedics 55 Evolution (6pk);25_026;3 266;МП;22,26;;3266;0;0,0;Закрыто;;-;Сфера
MPS170688;MiSight 1 day (30pk);25_026;6 970;МП;3,8;;6970;0;0,0;Закрыто;;-;Сфера
MPS170684;Diag Biofinity (3pk);25_026;4 239;МП;6;;4239;0;0,0;Закрыто;;-;Сфера
MPS170716;WB Comfilcon A toric BF (3pk);25_026;72;МП;16;;72;0;0,0;Закрыто;;-;Сложные
MPS170720;Diag Biofinity (3pk);25_026;17 581;МП;12,13;;17581;0;0,0;Закрыто;;-;Сфера
MPS170898;Biofinity Toric (3 pk) (new);25_026;1 488;МП;19;;1488;0;0,0;Закрыто;;-;Сложные
MPS170921;MiSight 1 day (30pk);25_026;8 590;МП;20,21,26;;8590;0;0,0;Закрыто;;-;Сфера
MPS170674;Diag Biofinity (3pk);25_026;22 797;МП;4,5,7,8;;22797;0;0,0;Закрыто;;-;Сфера
MPS170874;Diag MyDay Multifocal (5pk);25_026;2 357;МП;19;;2357;0;0,0;Закрыто;;-;Сложные
MPS170927;MiSight 1 day (30pk);25_026;4 394;МП;23,26;;4394;0;0,0;Закрыто;;-;Сфера
MPS170849;Biomedics 55 Evolution (6pk);25_026;52;МП;19;;52;0;0,0;Закрыто;;-;Сфера
MPS170707;MiSight 1 day (30pk);25_026;4 089;МП;10;;4089;0;0,0;Закрыто;;-;Сфера
MPS170697;Diag Biofinity (3pk);25_026;7 612;МП;9;;7612;0;0,0;Закрыто;;-;Сфера
MPS170708;MiSight 1 day (30pk);25_026;4 569;МП;11,16;;4569;0;0,0;Закрыто;;-;Сфера
MPS170732;WB Comfilcon A toric BF (3pk);25_026;1 658;МП;16;;1658;0;0,0;Закрыто;;-;Сложные
MPS170769;Airway Premium 1 Day (30 pk);25_026;3 789;МП;14;;3789;0;0,0;Закрыто;;-;Сфера
MPS170776;Airway Premium 1 Day (30 pk);25_026;4 825;МП;15,16;;4824;1;0,0;В приемке;30.06.2026;01.06.2026;Сфера
MPS170807;Diag Biofinity (3pk);25_026;3 958;МП;16,19;;3958;0;0,0;Закрыто;;-;Сфера
MPS170909;Biofinity Toric (3 pk) (new);25_026;3 112;МП;19;;3112;0;0,0;Закрыто;;-;Сложные
MPS170887;Biofinity Toric (3 pk) (new);25_026;20 332;МП;17,18;;20332;0;0,0;Закрыто;;-;Сложные
DPS044440;Avaira Vitality toric (6pk);25_028;1 561;ДП;3;;1561;0;0,0;Закрыто;;-;Сложные
DPS044440;Clariti 1 Day multifocal (30pk);25_028;86;ДП;3;;86;0;0,0;Закрыто;;-;Сложные
DPS044440;Clariti 1 Day toric (30pk);25_028;3 246;ДП;3;;3246;0;0,0;Закрыто;;-;Сложные
DPS044440;Diag Avaira Vitality toric (3pk);25_028;9;ДП;3;;9;0;0,0;Закрыто;;-;Сложные
DPS044440;Diag Clariti 1 Day toric (5pk) (new);25_028;12;ДП;3;;12;0;0,0;Закрыто;;-;Сложные
DPS044440;MiSight 1 day (90pk);25_028;41;ДП;3;;41;0;0,0;Закрыто;;-;Сфера
DPS044440;WB Comfilcon A toric BF (3pk);25_028;6;ДП;3;1;6;0;0,0;Закрыто;;-;Сложные
DPS044440;WB Fanfilcon A toric (6pk);25_028;1 819;ДП;3;;1819;0;0,0;Закрыто;;-;Сложные
DPS044748;Avaira Vitality toric (6pk);25_028;53;ДП;6;;53;0;0,0;Закрыто;;-;Сложные
DPS044748;Biofinity multifocal (3 pk);25_028;11;ДП;6;;11;0;0,0;Закрыто;;-;Сложные
DPS044748;Biofinity Toric (3 pk) (new);25_028;55;ДП;6;;55;0;0,0;Закрыто;;-;Сложные
DPS044748;Biomedics 55 Evolution (6pk);25_028;62;ДП;6;;62;0;0,0;Закрыто;;-;Сфера
DPS044748;Clariti 1 Day toric (30pk);25_028;3;ДП;6;;3;0;0,0;Закрыто;;-;Сложные
DPS044748;Diag Avaira Vitality toric (3pk);25_028;12;ДП;6;;12;0;0,0;Закрыто;;-;Сложные
DPS044748;Diag Biofinity Multifocal (1pk);25_028;66;ДП;6;;66;0;0,0;Закрыто;;-;1pk
DPS044748;Diag Biofinity Toric (1pk);25_028;59;ДП;6;;59;0;0,0;Закрыто;;-;1pk
DPS044748;Diag Clariti 1 Day toric (5pk) (new);25_028;39;ДП;6;;39;0;0,0;Закрыто;;-;Сложные
DPS044748;Diag MyDay Toric (5pk);25_028;3;ДП;6;;3;0;0,0;Закрыто;;-;Сложные
DPS044748;WB Comfilcon A multifocal BF (3 pk);25_028;12;ДП;6;;12;0;0,0;Закрыто;;-;Сложные
DPS044748;WB Comfilcon A toric BF (3pk);25_028;2;ДП;6;;2;0;0,0;Закрыто;;-;Сложные
DPS044748;WB Fanfilcon A toric (6pk);25_028;127;ДП;6;;127;0;0,0;Закрыто;;-;Сложные
DPS044748;WB Somofilcon A 56% 1 day (30pk);25_028;21;ДП;6;;21;0;0,0;Закрыто;;-;Сфера
DPS044748;Biofinity XR (3 pk);25_028;26;ДП;6;;26;0;0,0;Закрыто;;-;Сфера
DPS044748;Clariti 1 Day (90pk);25_028;5;ДП;6;;5;0;0,0;Закрыто;;-;Сфера
DPS044748;Biofinity Energys (3pk);25_028;17;ДП;6;;17;0;0,0;Закрыто;;-;Сфера
DPS044748;Diag Biofinity Energys (3pk);25_028;2;ДП;6;;2;0;0,0;Закрыто;;-;Сфера
DPS045084;Diag Avaira Vitality toric (3pk);25_028;3 360;ДП;8;;3360;0;0,0;Закрыто;;-;Сложные
DPS045084;Diag Clariti 1 Day toric (5pk) (new);25_028;850;ДП;8;;850;0;0,0;Закрыто;;-;Сложные
DPS045084;Diag MyDay (5pk);25_028;199;ДП;8;;199;0;0,0;Закрыто;;-;Сфера
DPS045084;iWear activ astigmatism (30 pk);25_028;504;ДП;8;;504;0;0,0;Закрыто;;-;Сложные
DPS045084;iWear harmony (30pk);25_028;23;ДП;8;;23;0;0,0;Закрыто;;-;Сфера
DPS045084;MyDay (90pk);25_028;31;ДП;8;;31;0;0,0;Закрыто;;-;Сфера
DPS045084;WB Fanfilcon A toric (6pk);25_028;42;ДП;8;;42;0;0,0;Закрыто;;-;Сложные
DPS045084;WB Somofilcon A 56% 1 day (30pk);25_028;426;ДП;8;;426;0;0,0;Закрыто;;-;Сфера
DPS045084;WB Somofilcon A toric 56% 1 Day (30pk);25_028;1 337;ДП;8;;1337;0;0,0;Закрыто;;-;Сложные
DPS045084;WB Stenfilcon A 54% 1 Day MD (30pk);25_028;29;ДП;8;;29;0;0,0;Закрыто;;-;Сфера
DPS045196;Diag Avaira Vitality toric (3pk);25_028;4 223;ДП;9;;4223;0;0,0;Закрыто;;-;Сложные
DPS045196;iWear activ astigmatism (30 pk);25_028;325;ДП;9;;325;0;0,0;Закрыто;;-;Сложные
DPS045196;WB Somofilcon A toric 56% 1 Day (30pk);25_028;2 175;ДП;9;;2175;0;0,0;Закрыто;;-;Сложные
DPS044751;Avaira Vitality (6pk);25_028;4 762;ДП;6;;4762;0;0,0;Закрыто;;-;Сфера
DPS044751;Avaira Vitality toric (6pk);25_028;1 261;ДП;6;;1261;0;0,0;Закрыто;;-;Сложные
DPS044751;Clariti 1 Day toric (30pk);25_028;111;ДП;6;;111;0;0,0;Закрыто;;-;Сложные
DPS044751;Diag Biofinity Multifocal (1pk);25_028;932;ДП;6;;932;0;0,0;Закрыто;;-;1pk
DPS044751;Diag Clariti 1 Day toric (5pk) (new);25_028;841;ДП;6;;841;0;0,0;Закрыто;;-;Сложные
DPS044751;Diag MyDay Toric (5pk);25_028;12;ДП;6;;12;0;0,0;Закрыто;;-;Сложные
DPS044751;WB Fanfilcon A toric (6pk);25_028;391;ДП;6;;391;0;0,0;Закрыто;;-;Сложные
DPS044751;WB Somofilcon A 56% 1 day (30pk);25_028;182;ДП;6;;182;0;0,0;Закрыто;;-;Сфера
DPS044751;WB Stenfilcon A toric 54% 1 Day MD (30pk);25_028;3;ДП;6;;3;0;0,0;Закрыто;;-;Сложные
DPS044751;Diag Avaira Vitality (3pk);25_028;2 671;ДП;6;;2671;0;0,0;Закрыто;;-;Сфера
DPS044943;Avaira Vitality (6pk);25_028;7 601;ДП;7;;7601;0;0,0;Закрыто;;-;Сфера
DPS044943;Avaira Vitality toric (6pk);25_028;910;ДП;7;;910;0;0,0;Закрыто;;-;Сложные
DPS044943;Clariti 1 Day toric (30pk);25_028;28;ДП;7;;28;0;0,0;Закрыто;;-;Сложные
DPS044943;Diag Avaira Vitality toric (3pk);25_028;355;ДП;7;;355;0;0,0;Закрыто;;-;Сложные
DPS044943;Diag Biofinity Toric (1pk);25_028;307;ДП;7;;307;0;0,0;Закрыто;;-;1pk
DPS044943;Diag MyDay Toric (5pk);25_028;79;ДП;7;;79;0;0,0;Закрыто;;-;Сложные
DPS044943;iWear activ astigmatism (30 pk);25_028;12;ДП;7;;12;0;0,0;Закрыто;;-;Сложные
